Building curiositybench-synth:latest with depths [2, 4, 6, 8] (k=20, m=6)...
  built.

Computing per-depth ceilings (total reachable branches)...
  depth 2: 60 total branches
  depth 4: 68 total branches
  depth 6: 76 total branches
  depth 8: 84 total branches

Running 60 (depth×strategy×seed) jobs on gemma-4-31B-it (parallel 8)...
2026-05-28 17:44:49,905 INFO: Plan 0: ḡ=35, γE[v]=7.0, Q=42.0
2026-05-28 17:44:49,905 INFO: Plan 1: ḡ=35, γE[v]=2.5, Q=37.5
2026-05-28 17:44:49,926 INFO: Plan 2: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:44:49,926 INFO: Selected plan 2 with Q=42.5
2026-05-28 17:45:03,132 INFO: Plan 0: ḡ=28, γE[v]=6.0, Q=34.0
2026-05-28 17:45:03,154 INFO: Plan 2: ḡ=32, γE[v]=6.0, Q=38.0
2026-05-28 17:45:03,155 INFO: Plan 1: ḡ=35, γE[v]=7.0, Q=42.0
2026-05-28 17:45:03,155 INFO: Selected plan 1 with Q=42.0
2026-05-28 17:45:09,718 INFO: Plan 2: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:45:09,719 INFO: Plan 1: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:45:09,720 INFO: Plan 0: ḡ=31, γE[v]=6.5, Q=37.5
2026-05-28 17:45:09,720 INFO: Selected plan 1 with Q=42.5
2026-05-28 17:45:21,509 INFO: Plan 1: ḡ=35, γE[v]=2.5, Q=37.5
2026-05-28 17:45:21,532 INFO: Plan 2: ḡ=35, γE[v]=7.0, Q=42.0
2026-05-28 17:45:21,533 INFO: Plan 0: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:45:21,533 INFO: Selected plan 0 with Q=42.5
2026-05-28 17:45:30,672 INFO: Plan 1: ḡ=32, γE[v]=5.0, Q=37.0
2026-05-28 17:45:30,673 INFO: Plan 2: ḡ=35, γE[v]=5.0, Q=40.0
2026-05-28 17:45:30,674 INFO: Plan 0: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:45:30,674 INFO: Selected plan 0 with Q=42.5
2026-05-28 17:45:40,587 INFO: Plan 1: ḡ=35, γE[v]=5.0, Q=40.0
2026-05-28 17:45:40,588 INFO: Plan 0: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:45:40,724 INFO: Plan 2: ḡ=28, γE[v]=6.0, Q=34.0
2026-05-28 17:45:40,725 INFO: Selected plan 0 with Q=42.5
2026-05-28 17:45:45,998 INFO: Plan 1: ḡ=0, γE[v]=1.0, Q=1.0
2026-05-28 17:45:45,999 INFO: Plan 2: ḡ=0, γE[v]=3.5, Q=3.5
2026-05-28 17:45:45,999 INFO: Plan 0: ḡ=0, γE[v]=1.0, Q=1.0
2026-05-28 17:45:46,000 INFO: Selected plan 2 with Q=3.5
2026-05-28 17:45:51,292 INFO: Plan 2: ḡ=28, γE[v]=7.0, Q=35.0
2026-05-28 17:45:51,293 INFO: Plan 0: ḡ=31, γE[v]=5.0, Q=36.0
2026-05-28 17:45:51,294 INFO: Plan 1: ḡ=32, γE[v]=6.0, Q=38.0
2026-05-28 17:45:51,294 INFO: Selected plan 1 with Q=38.0
2026-05-28 17:45:56,486 INFO: Plan 0: ḡ=32, γE[v]=6.5, Q=38.5
2026-05-28 17:45:56,507 INFO: Plan 2: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:45:56,507 INFO: Plan 1: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:45:56,508 INFO: Selected plan 1 with Q=42.5
2026-05-28 17:46:06,220 INFO: Plan 1: ḡ=32, γE[v]=7.0, Q=39.0
2026-05-28 17:46:06,221 INFO: Plan 2: ḡ=32, γE[v]=6.5, Q=38.5
2026-05-28 17:46:06,222 INFO: Plan 0: ḡ=28, γE[v]=6.5, Q=34.5
2026-05-28 17:46:06,222 INFO: Selected plan 1 with Q=39.0
2026-05-28 17:46:11,722 INFO: Plan 0: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:46:11,723 INFO: Plan 1: ḡ=38, γE[v]=6.0, Q=44.0
2026-05-28 17:46:11,724 INFO: Plan 2: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:46:11,724 INFO: Selected plan 1 with Q=44.0
2026-05-28 17:46:12,499 INFO: Plan 0: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:46:12,500 INFO: Plan 1: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:46:12,516 INFO: Plan 2: ḡ=25, γE[v]=7.5, Q=32.5
2026-05-28 17:46:12,517 INFO: Selected plan 0 with Q=42.5
2026-05-28 17:46:22,174 INFO: Plan 0: ḡ=35, γE[v]=5.5, Q=40.5
2026-05-28 17:46:22,175 INFO: Plan 1: ḡ=27, γE[v]=6.5, Q=33.5
2026-05-28 17:46:22,176 INFO: Plan 2: ḡ=25, γE[v]=7.5, Q=32.5
2026-05-28 17:46:22,176 INFO: Selected plan 0 with Q=40.5
2026-05-28 17:46:27,082 INFO: Plan 2: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:46:27,083 INFO: Plan 1: ḡ=28, γE[v]=6.5, Q=34.5
2026-05-28 17:46:27,084 INFO: Plan 0: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:46:27,084 INFO: Selected plan 0 with Q=42.5
2026-05-28 17:46:29,569 INFO: Plan 2: ḡ=32, γE[v]=5.0, Q=37.0
2026-05-28 17:46:29,570 INFO: Plan 0: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:46:29,571 INFO: Plan 1: ḡ=38, γE[v]=6.5, Q=44.5
2026-05-28 17:46:29,571 INFO: Selected plan 1 with Q=44.5
2026-05-28 17:46:39,051 INFO: Plan 0: ḡ=32, γE[v]=3.5, Q=35.5
2026-05-28 17:46:39,052 INFO: Plan 1: ḡ=32, γE[v]=3.5, Q=35.5
2026-05-28 17:46:39,052 INFO: Plan 2: ḡ=27, γE[v]=3.5, Q=30.5
2026-05-28 17:46:39,053 INFO: Selected plan 0 with Q=35.5
2026-05-28 17:46:41,901 INFO: Plan 0: ḡ=32, γE[v]=6.5, Q=38.5
2026-05-28 17:46:41,935 INFO: Plan 2: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:46:41,936 INFO: Plan 1: ḡ=34, γE[v]=7.0, Q=41.0
2026-05-28 17:46:41,936 INFO: Selected plan 2 with Q=42.5
2026-05-28 17:46:55,451 INFO: Plan 0: ḡ=32, γE[v]=5.0, Q=37.0
2026-05-28 17:46:55,485 INFO: Plan 1: ḡ=28, γE[v]=6.0, Q=34.0
2026-05-28 17:46:55,486 INFO: Plan 2: ḡ=28, γE[v]=6.5, Q=34.5
2026-05-28 17:46:55,486 INFO: Selected plan 0 with Q=37.0
2026-05-28 17:47:12,171 INFO: Plan 0: ḡ=28, γE[v]=7.0, Q=35.0
2026-05-28 17:47:12,205 INFO: Plan 1: ḡ=26, γE[v]=7.0, Q=33.0
2026-05-28 17:47:12,206 INFO: Plan 2: ḡ=26, γE[v]=7.0, Q=33.0
2026-05-28 17:47:12,206 INFO: Selected plan 0 with Q=35.0
2026-05-28 17:47:32,041 INFO: Plan 1: ḡ=28, γE[v]=6.0, Q=34.0
2026-05-28 17:47:32,042 INFO: Plan 0: ḡ=32, γE[v]=5.0, Q=37.0
2026-05-28 17:47:32,074 INFO: Plan 2: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:47:32,075 INFO: Selected plan 2 with Q=42.5
2026-05-28 17:47:48,685 INFO: Plan 0: ḡ=35, γE[v]=7.5, Q=42.5
2026-05-28 17:47:48,702 INFO: Plan 2: ḡ=25, γE[v]=0.0, Q=25.0
2026-05-28 17:47:48,719 INFO: Plan 1: ḡ=32, γE[v]=7.0, Q=39.0
2026-05-28 17:47:48,720 INFO: Selected plan 0 with Q=42.5

======================================================================
Exp 10 LLM condition — branches (mean over seeds) / % of ceiling
======================================================================
  depth  ceil         random       greedy   cov_greedy  divhints_ra   cov_qvalue
      2    60    38.0/  63%   25.7/  43%   60.0/ 100%   60.0/ 100%   60.0/ 100% 
      4    68    36.0/  53%   34.3/  50%   68.0/ 100%   68.0/ 100%   68.0/ 100% 
      6    76    35.0/  46%   35.3/  46%   68.0/  89%   63.7/  84%   68.0/  89% 
      8    84    39.3/  47%   39.7/  47%   83.7/ 100%   77.3/  92%   69.3/  83% 

Saved to /share/edc/home/aamayuelasfernandez/qcurious-tester/results/repo_explore_bench/exp10_llm_synth.json
